INFO:root:6006000
INFO:root:6006000
INFO:root:No: 1	GFLOPS: 1.33/1.33	result: MeasureResult(costs=(0.153770785, 0.153987047, 0.154272392), error_no=0, all_cost=2.931459903717041, timestamp=1529035040.830899)	[('tile_y', [128, 98, 2, 1]), ('tile_x', [64, 32, 2, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,x768601cb,1040642
INFO:root:No: 46	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:57:54] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:57:54] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5146811008453369, timestamp=1529035074.856297)	[('tile_y', [14, 8, 224, 1]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2467
INFO:root:No: 47	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008517980575561523, timestamp=1529035074.873345)	[('tile_y', [1, 32, 2, 392]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,13062
INFO:root:No: 48	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.007580995559692383, timestamp=1529035074.881218)	[('tile_y', [1, 224, 56, 2]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,515
INFO:root:No: 49	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:57:55] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:57:55] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.514786958694458, timestamp=1529035075.396636)	[('tile_y', [448, 7, 2, 4]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2827
INFO:root:No: 50	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:57:55] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:57:55] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5772840976715088, timestamp=1529035075.982444)	[('tile_y', [14, 16, 14, 8]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3267
INFO:root:No: 51	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008352041244506836, timestamp=1529035075.999345)	[('tile_y', [2, 4, 49, 64]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1797
INFO:root:No: 52	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:57:56] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:57:56] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6103029251098633, timestamp=1529035076.609941)	[('tile_y', [112, 112, 2, 1]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4443
INFO:root:No: 53	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:57:57] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:57:57] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5461740493774414, timestamp=1529035077.164648)	[('tile_y', [128, 1, 1, 196]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4151
INFO:root:No: 54	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:57:57] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:57:57] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5110230445861816, timestamp=1529035077.684204)	[('tile_y', [7, 14, 128, 2]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,546
INFO:root:No: 55	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:57:58] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:57:58] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5214998722076416, timestamp=1529035078.214227)	[('tile_y', [8, 14, 224, 1]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2468
INFO:root:No: 56	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.007982969284057617, timestamp=1529035078.230742)	[('tile_y', [1, 1, 28, 896]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2152
INFO:root:No: 57	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.007687091827392578, timestamp=1529035078.238719)	[('tile_y', [2, 98, 16, 8]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1080
INFO:root:No: 58	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:57:58] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:57:58] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.528221845626831, timestamp=1529035078.767227)	[('tile_y', [256, 7, 2, 7]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,839
INFO:root:No: 59	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.007894039154052734, timestamp=1529035078.783683)	[('tile_y', [1, 3584, 1, 7]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,835
INFO:root:No: 60	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:57:59] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:57:59] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5246541500091553, timestamp=1529035079.308629)	[('tile_y', [196, 1, 32, 4]), ('tile_x', [256, 16, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,9532
INFO:root:No: 61	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.007941961288452148, timestamp=1529035079.325155)	[('tile_y', [1, 1, 4, 6272]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2195
INFO:root:No: 62	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.007585048675537109, timestamp=1529035079.333036)	[('tile_y', [1, 2, 2, 6272]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2194
INFO:root:No: 63	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:57:59] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:57:59] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5263259410858154, timestamp=1529035079.85966)	[('tile_y', [4, 28, 224, 1]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2470
INFO:root:No: 64	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:00] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:00] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5412921905517578, timestamp=1529035080.40949)	[('tile_y', [16, 7, 28, 8]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1085
INFO:root:No: 65	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:00] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:00] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5705399513244629, timestamp=1529035080.988891)	[('tile_y', [16, 2, 14, 56]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1715
INFO:root:No: 66	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:01] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:01] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5949339866638184, timestamp=1529035081.592366)	[('tile_y', [256, 1, 2, 49]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,8218
INFO:root:No: 67	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:02] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:02] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.9018230438232422, timestamp=1529035082.502734)	[('tile_y', [4, 112, 14, 4]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,5105
INFO:root:No: 68	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008077144622802734, timestamp=1529035082.519391)	[('tile_y', [1, 49, 16, 32]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,12580
INFO:root:No: 69	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:04] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:04] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=1.8233520984649658, timestamp=1529035084.34304)	[('tile_y', [8, 224, 1, 14]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1162
INFO:root:No: 70	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:05] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:05] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.896226167678833, timestamp=1529035085.247909)	[('tile_y', [16, 784, 1, 2]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4750
INFO:root:No: 71	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:05] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:05] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5383090972900391, timestamp=1529035085.794759)	[('tile_y', [16, 1, 4, 392]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2063
INFO:root:No: 72	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:06] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:06] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5358600616455078, timestamp=1529035086.339157)	[('tile_y', [49, 32, 16, 1]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4548
INFO:root:No: 73	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008244037628173828, timestamp=1529035086.355937)	[('tile_y', [1, 4, 7, 896]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2149
INFO:root:No: 74	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:06] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:06] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5205821990966797, timestamp=1529035086.876815)	[('tile_y', [56, 2, 28, 8]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1083
INFO:root:No: 75	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:07] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:07] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6100690364837646, timestamp=1529035087.495444)	[('tile_y', [7, 224, 8, 2]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2634
INFO:root:No: 76	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008440017700195312, timestamp=1529035087.512428)	[('tile_y', [1, 196, 16, 8]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1081
INFO:root:No: 77	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:08] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:08] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.9975178241729736, timestamp=1529035088.510238)	[('tile_y', [16, 7, 112, 2]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,11536
INFO:root:No: 78	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008011102676391602, timestamp=1529035088.526844)	[('tile_y', [1, 112, 224, 1]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2472
INFO:root:No: 79	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:09] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:09] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5311281681060791, timestamp=1529035089.058267)	[('tile_y', [14, 8, 28, 8]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1086
INFO:root:No: 80	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008252143859863281, timestamp=1529035089.075103)	[('tile_y', [1, 98, 8, 32]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3769
INFO:root:No: 81	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.007895946502685547, timestamp=1529035089.083977)	[('tile_y', [2, 98, 16, 8]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3280
INFO:root:No: 82	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:09] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:09] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5224080085754395, timestamp=1529035089.60667)	[('tile_y', [112, 8, 28, 1]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2362
INFO:root:No: 83	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:10] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:10] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5192968845367432, timestamp=1529035090.134609)	[('tile_y', [784, 1, 4, 8]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3220
INFO:root:No: 84	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[20:58:11] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [20:58:11] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.8772029876708984, timestamp=1529035091.020376)	[('tile_y', [4, 14, 32, 14]), ('tile_x', [256, 16, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,10048
